,time,temperature_2m (°C),rain (mm),snowfall (cm),windspeed_10m (km/h),Unnamed: 5,month,dayofweek,hour,LocationID,passenger_count
49349,2022-03-06 13:00:00,9.8,0.0,0.0,16.3,,3,6,13,103,11.0
49413,2022-03-06 14:00:00,12.0,0.0,0.0,19.6,,3,6,14,103,10.0
49476,2022-03-06 15:00:00,13.1,0.5,0.0,20.9,,3,6,15,103,4.0
49540,2022-03-06 16:00:00,13.6,0.5,0.0,20.2,,3,6,16,103,2.0
49604,2022-03-06 17:00:00,13.9,2.3,0.0,21.4,,3,6,17,103,3.0
49729,2022-03-06 19:00:00,17.3,0.0,0.0,23.7,,3,6,19,103,2.0
49792,2022-03-06 20:00:00,18.7,0.0,0.0,19.6,,3,6,20,103,1.0
49916,2022-03-06 22:00:00,18.1,0.0,0.0,17.9,,3,6,22,103,1.0
49979,2022-03-06 23:00:00,17.0,0.0,0.0,18.6,,3,6,23,103,1.0
50437,2022-03-07 07:00:00,14.0,0.0,0.0,16.1,,3,0,7,103,2.0
50500,2022-03-07 08:00:00,13.6,0.0,0.0,13.8,,3,0,8,103,11.0
50562,2022-03-07 09:00:00,13.1,0.0,0.0,8.6,,3,0,9,103,4.0
50624,2022-03-07 10:00:00,12.2,0.0,0.0,9.8,,3,0,10,103,12.0
50688,2022-03-07 11:00:00,10.9,0.0,0.0,10.1,,3,0,11,103,12.0
50751,2022-03-07 12:00:00,11.8,0.0,0.0,5.0,,3,0,12,103,4.0
50815,2022-03-07 13:00:00,11.3,0.0,0.0,2.6,,3,0,13,103,8.0
50876,2022-03-07 14:00:00,14.0,0.0,0.0,5.4,,3,0,14,103,10.0
50939,2022-03-07 15:00:00,15.6,0.0,0.0,7.2,,3,0,15,103,1.0
51065,2022-03-07 17:00:00,19.0,0.0,0.0,18.3,,3,0,17,103,4.0
51190,2022-03-07 19:00:00,21.5,0.0,0.0,21.7,,3,0,19,103,1.0
51501,2022-03-08 00:00:00,17.5,0.4,0.0,23.5,,3,1,0,103,1.0
51732,2022-03-08 04:00:00,10.8,0.0,0.0,29.8,,3,1,4,103,1.0
51898,2022-03-08 07:00:00,5.5,0.0,0.0,27.9,,3,1,7,103,2.0
51962,2022-03-08 08:00:00,4.6,0.0,0.0,27.0,,3,1,8,103,7.0
52024,2022-03-08 09:00:00,3.7,0.0,0.0,25.7,,3,1,9,103,10.0
52087,2022-03-08 10:00:00,3.1,0.0,0.0,21.4,,3,1,10,103,19.0
52152,2022-03-08 11:00:00,2.6,0.0,0.0,21.8,,3,1,11,103,15.0
52215,2022-03-08 12:00:00,2.3,0.0,0.0,22.8,,3,1,12,103,9.0
52277,2022-03-08 13:00:00,2.9,0.0,0.0,27.4,,3,1,13,103,6.0
52340,2022-03-08 14:00:00,3.8,0.0,0.0,28.6,,3,1,14,103,8.0
52402,2022-03-08 15:00:00,4.7,0.0,0.0,28.6,,3,1,15,103,6.0
52466,2022-03-08 16:00:00,5.5,0.0,0.0,26.5,,3,1,16,103,3.0
52592,2022-03-08 18:00:00,7.1,0.0,0.0,22.1,,3,1,18,103,1.0
52718,2022-03-08 20:00:00,7.5,0.0,0.0,15.5,,3,1,20,103,1.0
52780,2022-03-08 21:00:00,7.4,0.0,0.0,12.6,,3,1,21,103,1.0
52904,2022-03-08 23:00:00,5.7,0.0,0.0,6.6,,3,1,23,103,3.0
53362,2022-03-09 07:00:00,1.6,0.0,0.0,5.0,,3,2,7,103,1.0
53485,2022-03-09 09:00:00,1.7,0.0,0.0,6.8,,3,2,9,103,3.0
53546,2022-03-09 10:00:00,2.0,0.0,0.0,9.9,,3,2,10,103,2.0
53607,2022-03-09 11:00:00,2.4,0.1,0.0,8.0,,3,2,11,103,2.0
53670,2022-03-09 12:00:00,2.8,0.2,0.0,11.4,,3,2,12,103,2.0
53731,2022-03-09 13:00:00,3.5,0.2,0.0,13.2,,3,2,13,103,1.0
53793,2022-03-09 14:00:00,3.2,0.3,0.0,14.3,,3,2,14,103,1.0
53857,2022-03-09 15:00:00,2.2,0.7,0.35,12.5,,3,2,15,103,4.0
53919,2022-03-09 16:00:00,1.5,0.7,0.7,11.7,,3,2,16,103,4.0
54106,2022-03-09 19:00:00,1.5,0.8,0.7,12.7,,3,2,19,103,6.0
54292,2022-03-09 22:00:00,1.1,0.4,0.35,8.9,,3,2,22,103,2.0
54826,2022-03-10 07:00:00,-1.0,0.0,0.0,8.2,,3,3,7,103,2.0
54889,2022-03-10 08:00:00,-1.1,0.0,0.0,6.6,,3,3,8,103,3.0
54951,2022-03-10 09:00:00,-1.2,0.0,0.0,6.0,,3,3,9,103,13.0
55012,2022-03-10 10:00:00,-1.0,0.0,0.0,5.2,,3,3,10,103,12.0
55074,2022-03-10 11:00:00,-0.8,0.0,0.0,1.8,,3,3,11,103,9.0
55136,2022-03-10 12:00:00,-0.3,0.0,0.0,4.8,,3,3,12,103,4.0
55199,2022-03-10 13:00:00,0.7,0.0,0.0,4.3,,3,3,13,103,6.0
55263,2022-03-10 14:00:00,2.6,0.0,0.0,4.1,,3,3,14,103,3.0
55389,2022-03-10 16:00:00,6.6,0.0,0.0,5.1,,3,3,16,103,2.0
55453,2022-03-10 17:00:00,8.1,0.0,0.0,5.8,,3,3,17,103,4.0
55577,2022-03-10 19:00:00,9.1,0.0,0.0,3.5,,3,3,19,103,3.0
55641,2022-03-10 20:00:00,9.4,0.0,0.0,5.1,,3,3,20,103,3.0
55829,2022-03-10 23:00:00,6.0,0.0,0.0,6.8,,3,3,23,103,1.0
55954,2022-03-11 01:00:00,3.9,0.0,0.0,5.0,,3,4,1,103,6.0
56315,2022-03-11 07:00:00,0.7,0.0,0.0,7.2,,3,4,7,103,2.0
56378,2022-03-11 08:00:00,0.8,0.0,0.0,7.6,,3,4,8,103,8.0
56440,2022-03-11 09:00:00,1.9,0.0,0.0,7.3,,3,4,9,103,17.0
56501,2022-03-11 10:00:00,1.7,0.0,0.0,6.3,,3,4,10,103,10.0
56565,2022-03-11 11:00:00,2.0,0.0,0.0,5.4,,3,4,11,103,9.0
56629,2022-03-11 12:00:00,1.5,0.0,0.0,3.3,,3,4,12,103,10.0
56691,2022-03-11 13:00:00,3.4,0.0,0.0,2.9,,3,4,13,103,12.0
56755,2022-03-11 14:00:00,6.1,0.0,0.0,4.5,,3,4,14,103,6.0
56879,2022-03-11 16:00:00,9.6,0.0,0.0,7.6,,3,4,16,103,8.0
56943,2022-03-11 17:00:00,10.5,0.0,0.0,9.4,,3,4,17,103,1.0
57009,2022-03-11 18:00:00,11.2,0.0,0.0,10.9,,3,4,18,103,4.0
57133,2022-03-11 20:00:00,10.9,0.0,0.0,14.7,,3,4,20,103,1.0
57318,2022-03-11 23:00:00,6.0,0.0,0.0,11.5,,3,4,23,103,1.0
57381,2022-03-12 00:00:00,4.8,0.0,0.0,12.0,,3,5,0,103,1.0
57444,2022-03-12 01:00:00,4.1,0.0,0.0,12.3,,3,5,1,103,2.0
57570,2022-03-12 03:00:00,3.1,0.0,0.0,7.4,,3,5,3,103,1.0
57631,2022-03-12 04:00:00,2.6,0.0,0.0,6.2,,3,5,4,103,1.0
57812,2022-03-12 07:00:00,4.0,0.0,0.0,6.5,,3,5,7,103,3.0
57874,2022-03-12 08:00:00,4.3,0.0,0.0,7.5,,3,5,8,103,6.0
57998,2022-03-12 10:00:00,4.9,0.0,0.0,3.3,,3,5,10,103,2.0
58060,2022-03-12 11:00:00,5.7,0.0,0.0,2.3,,3,5,11,103,4.0
58121,2022-03-12 12:00:00,5.1,0.1,0.0,5.2,,3,5,12,103,10.0
58184,2022-03-12 13:00:00,5.7,0.5,0.0,3.5,,3,5,13,103,10.0
58245,2022-03-12 14:00:00,5.4,1.2,0.0,16.0,,3,5,14,103,8.0
58307,2022-03-12 15:00:00,3.1,2.3,0.07,28.7,,3,5,15,103,3.0
58431,2022-03-12 17:00:00,0.2,0.5,1.96,27.1,,3,5,17,103,5.0
58494,2022-03-12 18:00:00,-0.1,0.0,1.05,25.6,,3,5,18,103,4.0
58556,2022-03-12 19:00:00,-0.5,0.0,0.63,29.7,,3,5,19,103,1.0
58619,2022-03-12 20:00:00,-1.2,0.0,0.21,35.0,,3,5,20,103,1.0
58929,2022-03-13 01:00:00,-4.1,0.0,0.0,26.6,,3,6,1,103,1.0
59300,2022-03-13 08:00:00,-6.1,0.0,0.07,28.8,,3,6,8,103,13.0
59362,2022-03-13 09:00:00,-5.8,0.0,0.0,27.2,,3,6,9,103,9.0
59424,2022-03-13 10:00:00,-5.8,0.0,0.0,28.1,,3,6,10,103,10.0
59485,2022-03-13 11:00:00,-5.9,0.0,0.0,25.3,,3,6,11,103,11.0
59548,2022-03-13 12:00:00,-5.8,0.0,0.0,24.5,,3,6,12,103,12.0
59611,2022-03-13 13:00:00,-5.1,0.0,0.0,22.7,,3,6,13,103,12.0
59674,2022-03-13 14:00:00,-4.0,0.0,0.0,20.8,,3,6,14,103,17.0
59737,2022-03-13 15:00:00,-2.8,0.0,0.0,17.6,,3,6,15,103,7.0
59800,2022-03-13 16:00:00,-1.5,0.0,0.0,19.1,,3,6,16,103,3.0
59863,2022-03-13 17:00:00,-0.6,0.0,0.0,19.8,,3,6,17,103,1.0
59926,2022-03-13 18:00:00,0.1,0.0,0.0,20.3,,3,6,18,103,3.0
59988,2022-03-13 19:00:00,0.2,0.0,0.0,20.1,,3,6,19,103,5.0
60053,2022-03-13 20:00:00,0.6,0.0,0.0,19.8,,3,6,20,103,3.0
60178,2022-03-13 22:00:00,0.1,0.0,0.0,17.3,,3,6,22,103,1.0
60595,2022-03-14 05:00:00,-5.0,0.0,0.0,11.3,,3,0,5,103,1.0
60714,2022-03-14 07:00:00,-5.3,0.0,0.0,12.5,,3,0,7,103,7.0
60777,2022-03-14 08:00:00,-5.6,0.0,0.0,13.4,,3,0,8,103,11.0
60841,2022-03-14 09:00:00,-5.0,0.0,0.0,13.4,,3,0,9,103,18.0
60905,2022-03-14 10:00:00,-5.2,0.0,0.0,11.1,,3,0,10,103,17.0
60968,2022-03-14 11:00:00,-5.5,0.0,0.0,11.3,,3,0,11,103,14.0
61030,2022-03-14 12:00:00,-4.4,0.0,0.0,12.1,,3,0,12,103,18.0
61091,2022-03-14 13:00:00,-2.9,0.0,0.0,10.2,,3,0,13,103,5.0
61153,2022-03-14 14:00:00,0.8,0.0,0.0,10.5,,3,0,14,103,2.0
61217,2022-03-14 15:00:00,4.7,0.0,0.0,11.0,,3,0,15,103,5.0
61280,2022-03-14 16:00:00,5.6,0.0,0.0,11.3,,3,0,16,103,3.0
61343,2022-03-14 17:00:00,6.9,0.0,0.0,12.2,,3,0,17,103,5.0
61405,2022-03-14 18:00:00,8.6,0.0,0.0,13.6,,3,0,18,103,2.0
61529,2022-03-14 20:00:00,12.4,0.0,0.0,14.1,,3,0,20,103,1.0
61901,2022-03-15 02:00:00,5.9,0.0,0.0,15.1,,3,1,2,103,2.0
62174,2022-03-15 07:00:00,3.8,0.0,0.0,12.1,,3,1,7,103,5.0
62236,2022-03-15 08:00:00,3.4,0.0,0.0,11.3,,3,1,8,103,10.0
62299,2022-03-15 09:00:00,3.0,0.0,0.0,11.4,,3,1,9,103,23.0
62361,2022-03-15 10:00:00,2.5,0.0,0.0,11.8,,3,1,10,103,31.0
62423,2022-03-15 11:00:00,2.0,0.0,0.0,11.4,,3,1,11,103,24.0
62486,2022-03-15 12:00:00,2.2,0.0,0.0,11.0,,3,1,12,103,20.0
62547,2022-03-15 13:00:00,5.5,0.0,0.0,8.9,,3,1,13,103,16.0
62610,2022-03-15 14:00:00,8.2,0.0,0.0,7.8,,3,1,14,103,11.0
62673,2022-03-15 15:00:00,10.7,0.0,0.0,6.6,,3,1,15,103,4.0
62736,2022-03-15 16:00:00,12.9,0.0,0.0,5.5,,3,1,16,103,4.0
62800,2022-03-15 17:00:00,14.6,0.0,0.0,5.1,,3,1,17,103,2.0
62864,2022-03-15 18:00:00,15.9,0.0,0.0,6.5,,3,1,18,103,1.0
62928,2022-03-15 19:00:00,17.4,0.0,0.0,8.0,,3,1,19,103,1.0
62992,2022-03-15 20:00:00,17.2,0.0,0.0,9.0,,3,1,20,103,5.0
63116,2022-03-15 22:00:00,14.4,0.0,0.0,10.5,,3,1,22,103,1.0
63589,2022-03-16 06:00:00,7.2,0.0,0.0,4.3,,3,2,6,103,1.0
63649,2022-03-16 07:00:00,6.1,0.0,0.0,4.8,,3,2,7,103,4.0
63712,2022-03-16 08:00:00,5.3,0.0,0.0,5.5,,3,2,8,103,4.0
63775,2022-03-16 09:00:00,4.6,0.0,0.0,5.5,,3,2,9,103,29.0
63837,2022-03-16 10:00:00,3.4,0.0,0.0,5.4,,3,2,10,103,31.0
63898,2022-03-16 11:00:00,2.6,0.0,0.0,7.2,,3,2,11,103,20.0
63961,2022-03-16 12:00:00,3.3,0.0,0.0,6.0,,3,2,12,103,13.0
64024,2022-03-16 13:00:00,8.0,0.0,0.0,4.1,,3,2,13,103,11.0
64087,2022-03-16 14:00:00,11.1,0.0,0.0,3.4,,3,2,14,103,15.0
64150,2022-03-16 15:00:00,12.8,0.0,0.0,3.6,,3,2,15,103,5.0
64212,2022-03-16 16:00:00,14.2,0.0,0.0,1.1,,3,2,16,103,1.0
64275,2022-03-16 17:00:00,15.4,0.0,0.0,3.1,,3,2,17,103,1.0
64339,2022-03-16 18:00:00,16.4,0.0,0.0,4.0,,3,2,18,103,2.0
64402,2022-03-16 19:00:00,17.1,0.0,0.0,7.5,,3,2,19,103,2.0
64466,2022-03-16 20:00:00,16.7,0.0,0.0,11.8,,3,2,20,103,4.0
64529,2022-03-16 21:00:00,15.0,0.0,0.0,14.1,,3,2,21,103,4.0
64592,2022-03-16 22:00:00,12.6,0.0,0.0,13.2,,3,2,22,103,2.0
64656,2022-03-16 23:00:00,10.1,0.0,0.0,12.2,,3,2,23,103,1.0
65136,2022-03-17 07:00:00,3.7,0.0,0.0,6.9,,3,3,7,103,2.0
65197,2022-03-17 08:00:00,3.5,0.0,0.0,7.0,,3,3,8,103,8.0
65259,2022-03-17 09:00:00,3.7,0.0,0.0,6.3,,3,3,9,103,11.0
65322,2022-03-17 10:00:00,5.1,0.0,0.0,8.7,,3,3,10,103,9.0
65384,2022-03-17 11:00:00,6.1,0.4,0.0,8.9,,3,3,11,103,1.0
65446,2022-03-17 12:00:00,6.7,1.1,0.0,8.4,,3,3,12,103,7.0
65509,2022-03-17 13:00:00,7.3,1.4,0.0,8.9,,3,3,13,103,6.0
65571,2022-03-17 14:00:00,7.8,1.3,0.0,9.4,,3,3,14,103,4.0
65631,2022-03-17 15:00:00,8.8,0.6,0.0,9.2,,3,3,15,103,2.0
65694,2022-03-17 16:00:00,10.1,0.4,0.0,8.7,,3,3,16,103,1.0
65819,2022-03-17 18:00:00,12.2,0.1,0.0,10.0,,3,3,18,103,6.0
65948,2022-03-17 20:00:00,10.9,0.0,0.0,8.7,,3,3,20,103,3.0
66013,2022-03-17 21:00:00,11.4,0.0,0.0,9.2,,3,3,21,103,2.0
66139,2022-03-17 23:00:00,10.6,0.0,0.0,7.1,,3,3,23,103,6.0
66202,2022-03-18 00:00:00,10.1,0.0,0.0,7.2,,3,4,0,103,1.0
66386,2022-03-18 03:00:00,9.5,0.0,0.0,6.4,,3,4,3,103,1.0
66626,2022-03-18 07:00:00,9.5,0.0,0.0,7.8,,3,4,7,103,3.0
66689,2022-03-18 08:00:00,9.1,0.0,0.0,8.9,,3,4,8,103,10.0
66754,2022-03-18 09:00:00,9.0,0.0,0.0,8.4,,3,4,9,103,41.0
66815,2022-03-18 10:00:00,8.4,0.0,0.0,7.4,,3,4,10,103,17.0
66879,2022-03-18 11:00:00,8.0,0.0,0.0,7.2,,3,4,11,103,16.0
66941,2022-03-18 12:00:00,8.3,0.0,0.0,5.4,,3,4,12,103,20.0
67003,2022-03-18 13:00:00,9.3,0.0,0.0,5.1,,3,4,13,103,6.0
67067,2022-03-18 14:00:00,10.7,0.0,0.0,6.5,,3,4,14,103,2.0
67191,2022-03-18 16:00:00,14.6,0.0,0.0,4.2,,3,4,16,103,6.0
67317,2022-03-18 18:00:00,18.7,0.0,0.0,5.6,,3,4,18,103,1.0
67381,2022-03-18 19:00:00,20.4,0.0,0.0,7.3,,3,4,19,103,1.0
67506,2022-03-18 21:00:00,20.0,0.0,0.0,7.9,,3,4,21,103,2.0
67693,2022-03-19 00:00:00,13.0,0.0,0.0,11.8,,3,5,0,103,2.0
67756,2022-03-19 01:00:00,12.1,0.0,0.0,10.8,,3,5,1,103,1.0
67881,2022-03-19 03:00:00,10.8,0.0,0.0,11.8,,3,5,3,103,2.0
67944,2022-03-19 04:00:00,10.2,0.0,0.0,10.7,,3,5,4,103,2.0
68006,2022-03-19 05:00:00,9.7,0.0,0.0,10.3,,3,5,5,103,1.0
68064,2022-03-19 06:00:00,9.6,0.0,0.0,11.9,,3,5,6,103,2.0
68188,2022-03-19 08:00:00,9.3,0.7,0.0,12.0,,3,5,8,103,12.0
68250,2022-03-19 09:00:00,9.5,0.2,0.0,10.0,,3,5,9,103,13.0
68311,2022-03-19 10:00:00,9.8,0.0,0.0,6.9,,3,5,10,103,6.0
68373,2022-03-19 11:00:00,10.0,0.0,0.0,6.8,,3,5,11,103,9.0
68435,2022-03-19 12:00:00,10.5,0.0,0.0,6.6,,3,5,12,103,7.0
68498,2022-03-19 13:00:00,11.7,0.0,0.0,6.6,,3,5,13,103,12.0
68560,2022-03-19 14:00:00,13.2,0.0,0.0,5.6,,3,5,14,103,9.0
68622,2022-03-19 15:00:00,14.4,0.0,0.0,7.6,,3,5,15,103,3.0
68684,2022-03-19 16:00:00,16.1,0.0,0.0,8.3,,3,5,16,103,2.0
68748,2022-03-19 17:00:00,17.2,0.0,0.0,9.5,,3,5,17,103,2.0
68871,2022-03-19 19:00:00,19.8,0.0,0.0,11.5,,3,5,19,103,2.0
68933,2022-03-19 20:00:00,19.4,0.0,0.0,11.4,,3,5,20,103,1.0
69058,2022-03-19 22:00:00,17.3,0.0,0.0,7.8,,3,5,22,103,2.0
69305,2022-03-20 02:00:00,14.9,0.1,0.0,9.7,,3,6,2,103,5.0
69608,2022-03-20 07:00:00,10.6,0.0,0.0,10.5,,3,6,7,103,2.0
69667,2022-03-20 08:00:00,10.1,0.0,0.0,10.9,,3,6,8,103,9.0
69729,2022-03-20 09:00:00,9.5,0.0,0.0,11.2,,3,6,9,103,6.0
69790,2022-03-20 10:00:00,8.9,0.0,0.0,11.9,,3,6,10,103,10.0
69853,2022-03-20 11:00:00,8.5,0.0,0.0,11.9,,3,6,11,103,14.0
69915,2022-03-20 12:00:00,8.7,0.0,0.0,12.3,,3,6,12,103,9.0
69979,2022-03-20 13:00:00,10.2,0.0,0.0,11.8,,3,6,13,103,4.0
70042,2022-03-20 14:00:00,11.5,0.0,0.0,15.2,,3,6,14,103,4.0
70105,2022-03-20 15:00:00,12.6,0.0,0.0,17.2,,3,6,15,103,1.0
70168,2022-03-20 16:00:00,13.1,0.0,0.0,17.9,,3,6,16,103,4.0
70233,2022-03-20 17:00:00,13.2,0.0,0.0,17.4,,3,6,17,103,2.0
70296,2022-03-20 18:00:00,12.9,0.0,0.0,17.2,,3,6,18,103,1.0
70359,2022-03-20 19:00:00,12.5,0.0,0.0,16.3,,3,6,19,103,5.0
70420,2022-03-20 20:00:00,11.8,0.0,0.0,17.2,,3,6,20,103,1.0
70482,2022-03-20 21:00:00,11.9,0.0,0.0,19.7,,3,6,21,103,1.0
70547,2022-03-20 22:00:00,11.7,0.0,0.0,17.1,,3,6,22,103,1.0
70733,2022-03-21 01:00:00,8.2,0.0,0.0,23.0,,3,0,1,103,1.0
71016,2022-03-21 06:00:00,7.0,0.0,0.0,20.9,,3,0,6,103,1.0
71075,2022-03-21 07:00:00,6.8,0.0,0.0,20.1,,3,0,7,103,1.0
71139,2022-03-21 08:00:00,6.4,0.0,0.0,18.6,,3,0,8,103,14.0
71200,2022-03-21 09:00:00,5.9,0.0,0.0,16.7,,3,0,9,103,13.0
71264,2022-03-21 10:00:00,5.4,0.0,0.0,14.9,,3,0,10,103,14.0
71325,2022-03-21 11:00:00,4.8,0.0,0.0,12.2,,3,0,11,103,4.0
71387,2022-03-21 12:00:00,5.1,0.0,0.0,12.4,,3,0,12,103,10.0
71449,2022-03-21 13:00:00,6.9,0.0,0.0,12.8,,3,0,13,103,10.0
71512,2022-03-21 14:00:00,8.5,0.0,0.0,14.7,,3,0,14,103,7.0
71576,2022-03-21 15:00:00,10.3,0.0,0.0,15.5,,3,0,15,103,3.0
71704,2022-03-21 17:00:00,13.3,0.0,0.0,20.7,,3,0,17,103,1.0
71767,2022-03-21 18:00:00,14.5,0.0,0.0,23.1,,3,0,18,103,2.0
72531,2022-03-22 07:00:00,6.2,0.0,0.0,11.0,,3,1,7,103,3.0
72593,2022-03-22 08:00:00,5.8,0.0,0.0,11.2,,3,1,8,103,8.0
72654,2022-03-22 09:00:00,5.6,0.0,0.0,12.0,,3,1,9,103,21.0
72716,2022-03-22 10:00:00,5.4,0.0,0.0,10.8,,3,1,10,103,13.0
72779,2022-03-22 11:00:00,4.7,0.0,0.0,10.2,,3,1,11,103,10.0
72841,2022-03-22 12:00:00,4.7,0.0,0.0,12.0,,3,1,12,103,7.0
72904,2022-03-22 13:00:00,5.6,0.0,0.0,16.0,,3,1,13,103,7.0
72967,2022-03-22 14:00:00,6.7,0.0,0.0,16.6,,3,1,14,103,13.0
73029,2022-03-22 15:00:00,8.1,0.0,0.0,16.1,,3,1,15,103,7.0
73093,2022-03-22 16:00:00,9.6,0.0,0.0,16.6,,3,1,16,103,4.0
73156,2022-03-22 17:00:00,11.0,0.0,0.0,18.3,,3,1,17,103,7.0
73218,2022-03-22 18:00:00,12.0,0.0,0.0,19.2,,3,1,18,103,4.0
73345,2022-03-22 20:00:00,13.1,0.0,0.0,18.0,,3,1,20,103,1.0
73408,2022-03-22 21:00:00,13.0,0.0,0.0,16.2,,3,1,21,103,6.0
73472,2022-03-22 22:00:00,11.9,0.0,0.0,9.8,,3,1,22,103,2.0
73535,2022-03-22 23:00:00,10.2,0.0,0.0,6.9,,3,1,23,103,1.0
73782,2022-03-23 03:00:00,4.1,0.0,0.0,9.9,,3,2,3,103,1.0
74011,2022-03-23 07:00:00,2.4,0.0,0.0,13.6,,3,2,7,103,4.0
74074,2022-03-23 08:00:00,2.4,0.0,0.0,13.4,,3,2,8,103,6.0
74135,2022-03-23 09:00:00,2.2,0.0,0.0,12.9,,3,2,9,103,12.0
74199,2022-03-23 10:00:00,1.7,0.0,0.0,11.0,,3,2,10,103,20.0
74261,2022-03-23 11:00:00,1.5,0.0,0.0,10.7,,3,2,11,103,9.0
74325,2022-03-23 12:00:00,2.5,0.0,0.0,10.7,,3,2,12,103,18.0
74386,2022-03-23 13:00:00,4.1,0.0,0.0,10.9,,3,2,13,103,16.0
74448,2022-03-23 14:00:00,5.1,0.0,0.0,12.7,,3,2,14,103,10.0
74511,2022-03-23 15:00:00,5.5,0.0,0.0,11.5,,3,2,15,103,6.0
74575,2022-03-23 16:00:00,6.7,0.0,0.0,11.9,,3,2,16,103,2.0
74639,2022-03-23 17:00:00,7.7,0.0,0.0,13.2,,3,2,17,103,1.0
74763,2022-03-23 19:00:00,7.2,0.0,0.0,14.3,,3,2,19,103,2.0
74950,2022-03-23 22:00:00,5.4,0.0,0.0,14.1,,3,2,22,103,1.0
75470,2022-03-24 07:00:00,4.2,2.7,0.0,20.1,,3,3,7,103,2.0
75533,2022-03-24 08:00:00,4.6,2.7,0.0,18.7,,3,3,8,103,10.0
75596,2022-03-24 09:00:00,5.2,1.3,0.0,20.2,,3,3,9,103,7.0
75662,2022-03-24 10:00:00,5.7,0.9,0.0,20.2,,3,3,10,103,12.0
75723,2022-03-24 11:00:00,6.2,0.5,0.0,19.9,,3,3,11,103,15.0
75785,2022-03-24 12:00:00,6.6,0.1,0.0,18.9,,3,3,12,103,3.0
75849,2022-03-24 13:00:00,7.0,0.1,0.0,18.4,,3,3,13,103,4.0
75912,2022-03-24 14:00:00,7.5,0.0,0.0,15.9,,3,3,14,103,5.0
76038,2022-03-24 16:00:00,8.7,0.1,0.0,15.7,,3,3,16,103,2.0
76226,2022-03-24 19:00:00,6.6,0.0,0.0,14.8,,3,3,19,103,2.0
76411,2022-03-24 22:00:00,7.0,0.0,0.0,11.8,,3,3,22,103,2.0
76536,2022-03-25 00:00:00,6.5,0.0,0.0,10.3,,3,4,0,103,1.0
76963,2022-03-25 07:00:00,5.8,0.0,0.0,8.2,,3,4,7,103,5.0
77027,2022-03-25 08:00:00,5.9,0.0,0.0,7.7,,3,4,8,103,4.0
77089,2022-03-25 09:00:00,6.1,0.0,0.0,7.3,,3,4,9,103,15.0
77150,2022-03-25 10:00:00,6.3,0.0,0.0,7.6,,3,4,10,103,24.0
77212,2022-03-25 11:00:00,6.3,0.0,0.0,9.2,,3,4,11,103,20.0
77276,2022-03-25 12:00:00,6.8,0.0,0.0,9.5,,3,4,12,103,10.0
77339,2022-03-25 13:00:00,7.9,0.0,0.0,6.2,,3,4,13,103,7.0
77401,2022-03-25 14:00:00,8.9,0.0,0.0,4.3,,3,4,14,103,10.0
77464,2022-03-25 15:00:00,10.7,0.0,0.0,6.4,,3,4,15,103,7.0
77527,2022-03-25 16:00:00,12.8,0.0,0.0,10.0,,3,4,16,103,12.0
77591,2022-03-25 17:00:00,14.3,0.0,0.0,15.0,,3,4,17,103,2.0
77654,2022-03-25 18:00:00,15.1,0.0,0.0,18.1,,3,4,18,103,3.0
78029,2022-03-26 00:00:00,9.5,0.0,0.0,12.7,,3,5,0,103,1.0
78092,2022-03-26 01:00:00,8.4,0.0,0.0,12.1,,3,5,1,103,2.0
78514,2022-03-26 08:00:00,6.9,0.0,0.0,12.2,,3,5,8,103,13.0
78578,2022-03-26 09:00:00,6.3,0.0,0.0,11.5,,3,5,9,103,13.0
78641,2022-03-26 10:00:00,5.9,0.0,0.0,7.3,,3,5,10,103,14.0
78703,2022-03-26 11:00:00,5.3,0.0,0.0,6.1,,3,5,11,103,14.0
78766,2022-03-26 12:00:00,6.0,0.0,0.0,8.9,,3,5,12,103,9.0
78830,2022-03-26 13:00:00,8.1,0.0,0.0,9.0,,3,5,13,103,21.0
78894,2022-03-26 14:00:00,9.3,0.1,0.0,14.1,,3,5,14,103,9.0
78959,2022-03-26 15:00:00,10.0,0.0,0.0,13.6,,3,5,15,103,3.0
79023,2022-03-26 16:00:00,10.7,0.1,0.0,11.6,,3,5,16,103,3.0
79086,2022-03-26 17:00:00,10.7,0.6,0.0,11.5,,3,5,17,103,5.0
79150,2022-03-26 18:00:00,9.9,1.2,0.0,13.4,,3,5,18,103,6.0
79212,2022-03-26 19:00:00,9.2,0.8,0.0,17.3,,3,5,19,103,3.0
79276,2022-03-26 20:00:00,9.4,0.1,0.0,15.2,,3,5,20,103,1.0
79402,2022-03-26 22:00:00,8.3,0.3,0.0,13.0,,3,5,22,103,2.0
